nom_complet,genre,pays,age,revenu_annuel,type_abonnement,duree_abonnement_mois,nb_connexions_mensuelles,dernier_dispositif,derniere_connexion,churn,jour_semaine,mois
Mario Blankenship,Femme,Canada,64.0,58269.36,Standard,14.9,40,PC,2025-03-08 01:04:18,0,5,3
Alejandra Manning,Femme,Algérie,60.0,45252.02,Premium,26.3,23,Tablette,2025-03-21 09:48:34,0,4,3
Jodi Andrews,Femme,Maroc,46.0,45462.5,Standard,9.4,30,PC,2025-04-16 16:02:34,0,2,4
Carlos Robbins,Femme,Algérie,25.0,42035.4,Standard,22.2,22,Mobile,2025-01-15 12:30:00,0,2,1
Ashley Boone,Femme,Maroc,19.0,61117.76,Standard,9.1,35,Tablette,2025-04-17 04:08:39,0,3,4
Linda Orozco,Homme,Algérie,32.0,41394.42,Premium,13.6,25,SmartTV,2025-03-23 06:50:24,0,6,3
Nancy Mcknight,Femme,Algérie,41.0,40728.87,Standard,1.6,25,SmartTV,2025-03-17 00:03:53,0,0,3
Crystal Brooks,Femme,France,37.0,40728.87,Familial,4.9,22,Tablette,2025-05-04 23:27:06,0,6,5
Steven Nelson,Femme,France,56.0,21939.21,Premium,17.0,30,SmartTV,2025-03-04 04:04:24,1,1,3
Rebekah Cox,Homme,Algérie,44.0,36553.53,Premium,5.3,30,SmartTV,2025-04-26 09:52:54,0,5,4
Kayla Herring,Femme,Maroc,30.0,17583.25,Standard,14.36419689119171,26,Mobile,2025-01-02 08:24:14,0,3,1
Nicholas Wells,Femme,Maroc,62.0,40653.52,Premium,1.3,17,PC,2025-03-02 15:54:15,0,6,3
Adam Kramer,Femme,Canada,61.0,50338.17,Premium,11.1,23,Mobile,2025-06-30 20:13:36,0,0,6
Cassandra Jenkins,Femme,Belgique,29.0,44195.8,Premium,1.5,26,Mobile,2025-05-09 22:09:47,0,4,5
Dustin Nguyen,Non précisé,Maroc,54.0,40728.87,Standard,27.7,29,Mobile,2025-04-17 17:16:18,1,3,4
Claire Francis,Homme,Algérie,60.0,29844.68,Standard,1.3,23,Mobile,2025-02-12 10:15:07,0,2,2
Richard Dean,Femme,Maroc,20.0,66516.16,Standard,22.6,26,SmartTV,2025-04-23 12:12:05,1,2,4
Nancy Cortez,Homme,Canada,43.761429322122964,41003.05,Familial,17.9,37,PC,2025-04-09 07:44:31,0,2,4
Richard Thomas,Homme,Canada,38.0,47168.33,Premium,14.36419689119171,27,PC,2025-03-10 11:06:03,0,0,3
Brent Gordon,Homme,France,36.0,44534.17,Standard,9.1,28,Tablette,2025-03-22 20:11:46,0,5,3
Holly Wolfe,Femme,France,66.0,30796.42,Standard,4.9,24,PC,2025-03-23 14:35:20,1,6,3
Kimberly Andrews,Femme,France,34.0,39456.02,Standard,6.6,32,Mobile,2025-06-10 11:05:20,0,1,6
William Pope,Femme,Maroc,20.0,38093.61,Standard,3.9,31,Mobile,2025-02-18 21:19:27,1,1,2
Derek Tran,Homme,France,54.0,52630.96,Familial,17.0,18,SmartTV,2025-02-17 22:49:11,0,0,2
Tom Zimmerman,Femme,France,52.0,44342.89,Standard,11.7,30,Mobile,2025-05-03 18:08:38,1,5,5
Ricky Powers,Femme,Belgique,64.0,25331.65,Standard,63.5,26,Mobile,2025-05-09 23:43:20,0,4,5
Kevin Gonzalez,Femme,Algérie,43.761429322122964,51746.85,Standard,4.3,25,SmartTV,2025-01-01 03:54:58,1,2,1
Kimberly Robertson,Femme,France,67.0,50128.78,Premium,13.2,30,SmartTV,2025-01-03 00:47:22,0,4,1
Mrs. Abigail Taylor,Femme,Algérie,45.0,47550.16,Premium,9.9,28,PC,2025-03-24 06:47:40,0,0,3
Regina Allen,Femme,Maroc,60.0,20450.88,Familial,40.5,25,Mobile,2025-06-30 08:43:48,0,0,6
Jason Small,Homme,Algérie,43.761429322122964,50890.39,Standard,8.2,24,Mobile,2025-03-18 07:20:03,1,1,3
Pamela Lopez,Homme,Belgique,69.0,53082.93,Standard,4.6,30,Mobile,2025-01-15 18:15:11,1,2,1
Stephanie Palmer,Femme,Maroc,43.761429322122964,25879.62,Standard,0.1,21,SmartTV,2025-05-04 18:41:50,1,6,5
Robert Nguyen,Femme,Algérie,39.0,47549.02,Standard,19.8,30,Mobile,2025-04-01 06:31:17,0,1,4
Laura Mendez,Femme,Algérie,68.0,39521.15,Standard,55.1,29,PC,2025-04-15 07:07:37,0,1,4
Paul Carter,Femme,Maroc,42.0,41916.13,Standard,6.0,21,SmartTV,2025-05-03 14:11:01,0,5,5
William Holland,Homme,Algérie,53.0,29156.85,Standard,17.2,29,PC,2025-04-12 13:20:06,1,5,4
Phyllis Walker,Femme,Maroc,49.0,40728.87,Premium,16.6,19,Mobile,2025-03-17 07:26:02,0,0,3
Deborah Drake,Femme,Canada,43.761429322122964,41721.06,Standard,10.5,23,Mobile,2025-07-07 05:22:49,0,0,7
Jamie Winters,Homme,Algérie,65.0,25523.08,Standard,14.36419689119171,23,SmartTV,2025-03-13 22:09:35,0,3,3
Jennifer Cantrell,Femme,Algérie,20.0,19228.17,Premium,29.0,23,Mobile,2025-03-11 15:58:02,0,1,3
Victor Stuart,Femme,Algérie,53.0,51173.59,Premium,13.0,35,Tablette,2025-07-05 17:42:46,0,5,7
Courtney Mayer,Homme,France,32.0,43455.04,Standard,1.1,29,SmartTV,2025-05-28 23:58:19,0,2,5
Anthony Rivera,Homme,Algérie,51.0,36793.7,Standard,18.4,33,Mobile,2025-05-01 04:04:24,0,3,5
Edward White,Homme,Algérie,42.0,42804.77,Standard,12.9,26,SmartTV,2025-05-19 15:26:06,0,0,5
Barbara Sosa,Femme,Maroc,22.0,41203.72,Premium,6.7,26,PC,2025-01-11 20:41:49,1,5,1
Eric Baker,Homme,Algérie,65.0,47617.66,Standard,13.2,16,PC,2025-06-23 07:49:27,1,0,6
Steven Hill,Homme,France,52.0,43395.84,Premium,13.4,21,SmartTV,2025-03-31 20:35:34,1,0,3
Gary Mendoza,Femme,Algérie,33.0,44497.05,Premium,2.2,21,Inconnu,2025-05-29 00:57:06,0,3,5
Scott Townsend,Homme,Canada,57.0,44049.09,Standard,13.1,21,PC,2025-03-18 04:36:24,0,1,3
Heather Pena,Homme,Belgique,46.0,40728.87,Premium,8.2,24,SmartTV,2025-04-22 01:02:16,0,1,4
Scott Duran,Femme,France,27.0,27347.5,Standard,10.4,31,Mobile,2025-03-14 09:06:31,1,4,3
Aaron Ramirez,Femme,Algérie,34.0,29213.51,Premium,0.3,28,SmartTV,2025-06-11 19:50:21,0,2,6
Sarah Hernandez,Femme,Maroc,43.761429322122964,20050.0,Familial,43.4,28,Mobile,2025-04-30 00:15:26,0,2,4
Steven Hill,Femme,Algérie,43.761429322122964,40728.87,Premium,8.7,25,Tablette,2025-02-11 09:43:39,0,1,2
Anthony Martinez,Femme,Belgique,18.0,47729.19,Standard,4.9,32,Mobile,2025-05-26 11:34:37,1,0,5
Paula Baldwin,Femme,Belgique,56.0,34132.83,Premium,2.7,24,SmartTV,2025-01-31 16:42:02,0,4,1
Marisa Horton,Homme,Algérie,37.0,35905.23,Familial,6.1,18,Mobile,2025-06-11 22:01:35,0,2,6
Randall Sharp,Femme,Belgique,34.0,39235.0,Premium,0.2,31,SmartTV,2025-06-20 10:25:52,1,4,6
Dr. Brandon Buchanan MD,Femme,Maroc,62.0,33548.99,Standard,17.7,29,SmartTV,2025-07-09 03:46:06,0,2,7
Kendra Ross,Femme,Algérie,57.0,49894.18,Standard,9.4,18,SmartTV,2025-06-03 06:00:27,1,1,6
Anne Tucker,Femme,France,64.0,29228.48,Premium,12.1,19,Tablette,2025-02-28 18:12:39,1,4,2
Kathleen Barajas,Non précisé,Maroc,22.0,43749.25,Standard,14.8,21,SmartTV,2025-06-13 11:40:24,0,4,6
Megan Barnes,Homme,Maroc,53.0,56473.0,Standard,0.1,24,SmartTV,2025-01-15 01:21:05,1,2,1
Joshua Carrillo MD,Homme,France,46.0,40728.87,Standard,65.0,25,PC,2025-01-25 04:48:27,0,5,1
Kimberly Wilson,Non précisé,France,46.0,40097.38,Standard,11.1,19,PC,2025-04-10 03:29:22,0,3,4
Devin Johnson,Femme,Belgique,38.0,40938.34,Standard,44.2,21,Mobile,2025-04-03 14:12:23,0,3,4
Gregory Walker,Homme,Belgique,57.0,38995.03,Standard,10.7,25,Mobile,2025-06-13 12:55:16,0,4,6
Dustin Wilson,Homme,France,50.0,40728.87,Standard,14.0,26,PC,2025-04-24 18:16:44,0,3,4
Evan Haley,Femme,Belgique,42.0,26452.44,Standard,13.2,18,PC,2025-03-12 04:00:50,0,2,3
Lindsay Lester,Homme,Canada,52.0,68716.15,Standard,21.3,14,PC,2025-03-31 02:05:10,0,0,3
Jason Simmons,Homme,Maroc,31.0,47491.23,Standard,29.6,23,Mobile,2025-02-18 10:32:36,0,1,2
Jay Conley,Femme,Canada,30.0,53738.58,Premium,10.6,23,Mobile,2025-03-07 05:38:44,1,4,3
Melanie Middleton,Femme,France,64.0,16538.97,Premium,25.9,24,SmartTV,2025-02-28 22:57:10,0,4,2
Dustin Stokes,Homme,Belgique,33.0,28988.61,Standard,8.1,24,Mobile,2025-02-11 21:36:51,0,1,2
Nicholas Dyer,Femme,Maroc,49.0,48587.31,Premium,18.2,29,PC,2025-04-19 13:18:08,0,5,4
Tonya Pace,Femme,Belgique,68.0,35281.16,Standard,5.9,26,Inconnu,2025-07-02 01:49:19,1,2,7
Russell Barnett,Homme,Algérie,47.0,51928.02,Standard,9.0,24,PC,2025-02-27 14:26:44,0,3,2
Cynthia Hunt,Homme,Canada,19.0,40790.18,Standard,8.8,29,PC,2025-04-08 12:32:38,0,1,4
Mrs. Paula Watts PhD,Femme,France,57.0,45051.21,Familial,11.9,18,Mobile,2025-03-13 06:11:56,0,3,3
Chris Jones,Homme,France,22.0,38107.04,Familial,86.4,29,SmartTV,2025-03-03 01:21:09,1,0,3
James Delgado,Homme,Algérie,37.0,40728.87,Premium,6.6,25,SmartTV,2025-05-13 12:29:31,1,1,5
Gary Howell,Femme,Maroc,30.0,37662.9,Standard,6.9,24,Mobile,2025-06-04 15:04:44,0,2,6
Tiffany Hayes,Femme,France,64.0,40797.89,Standard,0.4,19,SmartTV,2025-03-29 19:18:17,1,5,3
Jesus Mcgee,Femme,Maroc,23.0,15597.35,Premium,14.3,25,PC,2025-04-01 16:17:37,0,1,4
Dan Gray,Homme,Maroc,64.0,26307.69,Standard,14.36419689119171,17,PC,2025-05-03 05:27:57,0,5,5
Brittany Meyer,Homme,Canada,41.0,37498.75,Premium,18.5,24,SmartTV,2025-02-22 20:17:28,0,5,2
Richard Cortez,Femme,France,30.0,54351.3,Premium,16.0,20,Tablette,2025-05-11 09:38:55,0,6,5
Darlene Briggs,Femme,Algérie,23.0,50580.96,Premium,1.1,34,Inconnu,2025-01-25 12:54:57,0,5,1
Nicholas Stuart,Homme,Belgique,20.0,27444.48,Standard,14.36419689119171,24,Mobile,2025-01-25 17:57:46,1,5,1
Taylor Armstrong,Femme,Algérie,21.0,37945.7,Standard,3.0,23,Mobile,2025-06-28 09:51:31,0,5,6
Logan Becker,Homme,France,47.0,28839.48,Standard,1.4,20,Mobile,2025-04-26 20:48:46,0,5,4
Daniel White,Homme,France,50.0,30277.43,Standard,8.3,28,SmartTV,2025-03-23 10:38:33,1,6,3
Justin Williams,Femme,Canada,60.0,54422.04,Standard,1.2,26,SmartTV,2025-05-15 22:25:00,0,3,5
Lacey Patel,Homme,Belgique,32.0,55071.24,Premium,2.3,36,SmartTV,2025-05-11 21:17:04,1,6,5
Alexa Duffy,Homme,Belgique,43.761429322122964,46894.74,Standard,35.7,23,SmartTV,2025-03-19 08:52:12,0,2,3
Elizabeth Welch,Homme,Maroc,41.0,26379.85,Familial,7.6,25,Mobile,2025-05-07 22:06:32,0,2,5
Cynthia Gonzalez,Homme,Belgique,67.0,40728.87,Premium,14.36419689119171,28,SmartTV,2025-05-07 23:43:27,1,2,5
Erica Davis,Femme,Canada,41.0,25855.71,Premium,21.1,23,Tablette,2025-03-30 09:50:49,1,6,3
Rebecca Singh MD,Femme,Maroc,19.0,44224.46,Premium,23.3,25,PC,2025-02-25 09:45:11,1,1,2
Richard Tucker,Femme,Maroc,57.0,42064.71,Premium,2.4,23,Mobile,2025-06-21 18:45:14,1,5,6
Nicholas Grant,Femme,France,31.0,32939.66,Premium,14.1,31,SmartTV,2025-05-08 02:34:14,0,3,5
Miranda Hernandez,Femme,Maroc,59.0,31176.28,Standard,35.6,28,Mobile,2025-01-18 19:19:52,0,5,1
Michael Dean MD,Homme,France,63.0,50869.91,Standard,0.9,26,Mobile,2025-01-23 13:15:25,0,3,1
Norman Burch,Homme,France,21.0,37001.0,Standard,0.4,20,SmartTV,2025-05-21 04:18:27,1,2,5
Sophia Dominguez,Femme,Maroc,46.0,56342.3,Premium,5.8,19,Mobile,2025-06-14 09:05:58,0,5,6
Elizabeth Adams,Femme,Canada,35.0,40728.87,Standard,17.7,22,SmartTV,2025-04-18 05:25:13,0,4,4
Kenneth Lee,Homme,Belgique,57.0,37031.79,Standard,15.2,25,SmartTV,2025-05-02 06:33:14,0,4,5
Shirley Sanders,Femme,Maroc,38.0,36725.4,Premium,26.0,24,SmartTV,2025-03-26 19:40:21,0,2,3
Nancy Morrison,Homme,Canada,53.0,40728.87,Familial,19.4,24,PC,2025-05-18 03:30:26,0,6,5
Jeffrey Walls,Homme,France,30.0,41505.59,Standard,15.4,24,PC,2025-02-25 22:57:36,1,1,2
Sharon Medina,Femme,Canada,37.0,22790.83,Standard,11.0,30,Mobile,2025-05-04 18:38:24,0,6,5
Brandi Bowman,Femme,Canada,50.0,47155.6,Familial,3.6,25,Mobile,2025-05-08 01:17:14,0,3,5
Ashley Nelson,Femme,Algérie,49.0,39383.26,Familial,4.9,25,SmartTV,2025-02-10 07:46:09,0,0,2
Kristina West,Femme,Belgique,32.0,49849.3,Standard,33.9,21,PC,2025-06-25 15:47:42,1,2,6
Travis Garcia,Homme,Maroc,56.0,29110.37,Premium,9.9,22,Mobile,2025-01-18 15:19:24,0,5,1
Shane Wright,Homme,Canada,30.0,26405.18,Standard,24.7,20,PC,2025-05-25 09:58:28,0,6,5
Debra Henson,Femme,Algérie,32.0,26005.26,Premium,36.3,21,Mobile,2025-07-04 15:11:18,0,4,7
Brenda Carey,Femme,Belgique,41.0,49716.83,Premium,7.2,27,Mobile,2025-05-15 06:14:53,0,3,5
Jesus Harrison,Homme,Belgique,65.0,40705.06,Standard,18.5,22,Mobile,2025-01-24 01:32:47,0,4,1
Priscilla Ford,Homme,France,31.0,34193.37,Standard,19.4,31,PC,2025-06-03 23:32:49,0,1,6
Monica Hodges,Femme,Maroc,45.0,40143.66,Standard,10.9,25,SmartTV,2025-06-28 09:13:30,0,5,6
Mario Fernandez,Homme,Maroc,43.761429322122964,53954.83,Premium,47.3,28,PC,2025-01-21 09:34:59,0,1,1
David Carpenter,Femme,Belgique,52.0,38234.14,Standard,8.8,26,SmartTV,2025-04-11 18:32:11,0,4,4
Dawn Stewart,Femme,Belgique,53.0,50507.88,Familial,5.6,13,PC,2025-01-13 05:59:42,1,0,1
Ryan Hendrix,Femme,Canada,68.0,40728.87,Familial,1.1,25,Tablette,2025-02-10 03:38:51,1,0,2
Carmen Jacobs,Homme,Belgique,63.0,34832.9,Premium,3.9,33,PC,2025-04-29 06:07:45,0,1,4
Shawn Maynard,Homme,Belgique,26.0,45662.16,Familial,19.1,26,SmartTV,2025-04-22 08:31:59,0,1,4
Charles Nicholson,Femme,Algérie,43.761429322122964,29833.35,Premium,20.7,33,Mobile,2025-04-09 01:36:12,0,2,4
James White,Femme,Belgique,42.0,42887.98,Standard,5.8,33,SmartTV,2025-06-05 09:45:57,1,3,6
Sarah Horne,Femme,France,56.0,39353.53,Standard,23.9,21,PC,2025-01-11 20:19:58,0,5,1
Patricia Blackburn,Homme,France,37.0,39772.01,Familial,14.36419689119171,25,SmartTV,2025-04-25 18:28:33,0,4,4
Christina Prince,Homme,Maroc,41.0,72651.42,Familial,7.7,19,Mobile,2025-02-18 03:02:37,1,1,2
Kyle Walker,Homme,Algérie,68.0,34960.64,Premium,6.5,15,PC,2025-01-02 03:25:34,0,3,1
Melinda Morris,Femme,Canada,18.0,49470.88,Standard,6.2,29,Mobile,2025-05-29 08:43:56,0,3,5
Sonya Russell,Homme,Canada,59.0,31151.78,Premium,14.36419689119171,22,SmartTV,2025-07-02 22:05:46,0,2,7
Jessica Spence,Femme,France,48.0,13946.02,Premium,9.4,19,SmartTV,2025-05-28 07:33:35,0,2,5
Catherine Christensen,Homme,Belgique,35.0,53871.78,Standard,4.1,21,PC,2025-03-12 19:08:47,0,2,3
Kristie Allen,Homme,Algérie,48.0,28516.02,Standard,9.5,25,PC,2025-04-26 22:24:54,1,5,4
Sheila Harrington,Homme,Belgique,56.0,42313.86,Standard,14.5,25,SmartTV,2025-01-18 15:31:57,1,5,1
James Morris,Femme,Algérie,44.0,24119.06,Premium,2.1,26,Mobile,2025-01-29 23:53:00,0,2,1
Thomas Howard,Homme,France,27.0,44169.96,Premium,2.0,23,PC,2025-04-12 00:02:09,0,5,4
Veronica Shepherd,Femme,Belgique,62.0,24702.98,Standard,62.6,16,Mobile,2025-06-10 13:58:47,0,1,6
Latoya Hall,Homme,Algérie,55.0,42547.6,Standard,15.2,31,Mobile,2025-06-02 05:24:15,0,0,6
Michael Stanton,Femme,Belgique,51.0,42886.97,Familial,22.7,31,PC,2025-02-11 06:15:21,0,1,2
Angela Palmer,Femme,France,65.0,25540.51,Familial,5.9,20,Mobile,2025-02-18 14:54:46,1,1,2
Crystal Griffith,Homme,Maroc,53.0,28483.21,Premium,36.3,28,SmartTV,2025-04-14 15:00:08,0,0,4
Gregory Petersen,Femme,Algérie,43.761429322122964,40728.87,Standard,18.9,29,Mobile,2025-01-10 01:12:45,0,4,1
Jerome Johnson MD,Homme,Belgique,65.0,40765.72,Standard,15.0,28,Tablette,2025-03-16 21:54:19,0,6,3
Martin Wright,Femme,France,29.0,42304.65,Premium,14.36419689119171,24,SmartTV,2025-04-10 10:51:23,0,3,4
Katelyn Perez,Homme,Algérie,18.0,35359.55,Premium,4.3,27,Tablette,2025-02-10 18:13:17,0,0,2
Mark Pollard,Homme,Algérie,69.0,43831.86,Standard,14.36419689119171,27,SmartTV,2025-01-20 18:34:19,0,0,1
Lauren Brock,Femme,France,43.0,42745.07,Standard,0.5,26,Inconnu,2025-05-08 13:31:27,0,3,5
John Richard,Femme,Belgique,67.0,24484.22,Premium,4.5,28,Mobile,2025-03-05 08:00:29,0,2,3
Natasha Johnson,Homme,Maroc,53.0,61819.34,Standard,44.6,22,Mobile,2025-06-23 06:01:05,0,0,6
Amy Browning,Femme,Canada,50.0,42306.31,Premium,0.3,16,Tablette,2025-02-21 19:12:48,0,4,2
Katherine Ray,Femme,Belgique,44.0,31994.09,Premium,24.7,30,SmartTV,2025-04-11 05:23:40,0,4,4
Jennifer Beasley,Non précisé,France,48.0,40398.68,Standard,2.7,26,Mobile,2025-04-24 21:34:31,1,3,4
Lori Young,Femme,Algérie,47.0,31942.1,Premium,1.8,24,Mobile,2025-01-24 12:36:34,0,4,1
Denise Brewer,Homme,Canada,35.0,40479.41,Standard,26.5,20,Tablette,2025-03-01 11:44:17,0,5,3
Daniel Lewis,Homme,Canada,19.0,36370.31,Premium,22.1,27,Tablette,2025-06-26 23:44:36,0,3,6
John Johnson,Homme,Belgique,46.0,51490.16,Standard,5.4,19,Mobile,2025-02-19 19:03:23,0,2,2
Russell Scott,Homme,Belgique,48.0,42857.3,Standard,7.5,26,PC,2025-06-04 17:51:17,0,2,6
Erin Knight,Femme,Maroc,47.0,40728.87,Standard,9.6,22,PC,2025-02-10 11:09:26,1,0,2
Carlos Dixon,Femme,Algérie,43.761429322122964,40728.87,Standard,0.4,36,Mobile,2025-04-22 03:49:42,0,1,4
Nicholas Wolfe,Femme,Canada,57.0,41949.98,Premium,49.6,27,PC,2025-05-10 04:12:15,0,5,5
Rachel Payne,Homme,Belgique,32.0,18345.23,Premium,34.7,20,Mobile,2025-06-13 13:26:22,1,4,6
Alejandro Riggs,Homme,Belgique,40.0,43458.65,Premium,29.3,24,PC,2025-04-27 15:55:37,1,6,4
Ms. Suzanne Lin,Femme,Maroc,53.0,40884.48,Standard,19.5,30,Mobile,2025-03-25 03:35:00,0,1,3
Brian Collins,Homme,France,29.0,39998.42,Premium,21.0,19,Mobile,2025-05-01 01:02:19,0,3,5
Gregory Smith,Femme,Maroc,63.0,61501.39,Standard,4.7,20,SmartTV,2025-06-22 02:55:06,1,6,6
Dr. Allison Mills,Femme,France,36.0,15342.94,Familial,1.3,24,SmartTV,2025-05-23 01:30:45,0,4,5
Steven Roberts,Homme,Belgique,33.0,29317.37,Premium,6.9,20,SmartTV,2025-06-09 22:19:53,0,0,6
Michael Mcdonald,Homme,France,18.0,56107.92,Standard,28.2,28,SmartTV,2025-04-16 07:46:44,0,2,4
Matthew Curry,Homme,Canada,66.0,26802.36,Standard,13.6,23,SmartTV,2025-03-06 12:10:23,1,3,3
Paul Turner,Homme,Canada,49.0,51612.69,Standard,2.1,19,SmartTV,2025-05-06 23:02:41,1,1,5
Brianna Hammond,Femme,France,41.0,40728.87,Premium,11.1,28,Mobile,2025-04-20 00:16:34,0,6,4
Maria Landry,Homme,Maroc,58.0,41604.15,Standard,18.7,27,SmartTV,2025-03-15 17:54:14,1,5,3
Martin Webb,Femme,Algérie,56.0,38556.74,Standard,29.7,34,Mobile,2025-05-21 18:53:01,0,2,5
Ashlee Peters,Femme,Canada,51.0,39046.09,Standard,9.4,20,SmartTV,2025-01-06 20:35:34,0,0,1
Michael Mendoza,Femme,France,35.0,55345.78,Premium,9.4,25,PC,2025-04-09 01:10:42,1,2,4
Michael White,Homme,Belgique,29.0,41719.95,Standard,25.2,19,PC,2025-01-30 04:24:44,1,3,1
Rose Blake,Homme,Belgique,48.0,40728.87,Premium,2.5,21,Mobile,2025-06-24 23:48:33,0,1,6
Tracy Smith,Homme,France,29.0,33136.23,Familial,4.8,26,Tablette,2025-06-27 15:22:44,0,4,6
Joe Ibarra,Homme,Canada,56.0,34360.75,Standard,12.4,18,Mobile,2025-02-02 11:02:03,1,6,2
Bailey Hood,Homme,Maroc,43.761429322122964,26824.88,Premium,16.4,25,PC,2025-02-22 16:44:52,1,5,2
Brittany Elliott,Femme,Algérie,46.0,43128.47,Standard,12.9,25,PC,2025-05-11 07:47:34,1,6,5
Regina Medina,Homme,Belgique,55.0,38756.7,Standard,2.3,28,Mobile,2025-02-12 01:35:41,0,2,2
Eric Hall,Homme,Maroc,53.0,37016.5,Standard,7.4,20,Mobile,2025-02-24 01:20:56,0,0,2
Lisa Lopez,Homme,Maroc,39.0,42867.0,Standard,8.7,26,SmartTV,2025-04-27 21:12:56,0,6,4
Jerry Martin,Femme,Belgique,53.0,40714.89,Familial,3.3,21,Mobile,2025-03-31 09:45:32,0,0,3
Cheryl Bailey,Femme,Algérie,56.0,36818.06,Standard,9.7,28,SmartTV,2025-01-09 20:34:30,0,3,1
Jaime Bell,Homme,Belgique,48.0,407.07,Familial,14.36419689119171,19,Inconnu,2025-06-27 03:48:11,0,4,6
Julia Hawkins,Femme,Algérie,52.0,17693.33,Standard,6.0,21,Mobile,2025-06-13 01:36:59,0,4,6
Carmen Davis,Homme,Canada,48.0,29587.21,Premium,5.5,17,Mobile,2025-03-19 22:44:04,0,2,3
Candace Walker,Homme,Canada,33.0,42935.18,Premium,9.6,27,Mobile,2025-04-11 05:08:57,1,4,4
Larry Gallegos,Femme,Algérie,42.0,50360.97,Standard,11.4,31,Inconnu,2025-01-06 20:00:40,0,0,1
Garrett Moore,Homme,Belgique,48.0,30547.47,Standard,6.3,32,SmartTV,2025-03-13 06:26:14,1,3,3
Danielle Whitaker,Femme,Algérie,30.0,44458.61,Premium,22.6,21,Mobile,2025-03-02 19:24:37,0,6,3
Megan Lewis,Homme,Maroc,35.0,31970.92,Premium,8.0,23,Mobile,2025-06-16 04:19:26,0,0,6
Sandra Carter,Femme,Belgique,28.0,57847.36,Standard,8.0,19,SmartTV,2025-05-26 08:07:09,0,0,5
Michelle Moss DDS,Homme,Maroc,51.0,50477.87,Premium,14.36419689119171,29,Mobile,2025-02-22 22:33:51,0,5,2
Teresa Rodriguez,Homme,Belgique,31.0,29627.66,Familial,5.3,18,Mobile,2025-05-24 01:15:07,0,5,5
Charles Jones,Femme,Belgique,29.0,51060.12,Premium,1.5,23,Mobile,2025-03-08 18:13:08,0,5,3
Michael Hill,Homme,Algérie,21.0,52131.31,Standard,12.6,36,Mobile,2025-02-19 19:37:38,0,2,2
Levi Blankenship,Homme,Maroc,61.0,17879.18,Standard,2.6,30,Mobile,2025-01-08 13:06:03,0,2,1
Jason Harper,Homme,Algérie,19.0,41455.06,Standard,79.1,32,SmartTV,2025-05-24 02:15:16,0,5,5
Kim Wagner,Homme,Algérie,43.761429322122964,46341.54,Standard,2.0,23,SmartTV,2025-05-22 00:26:07,0,3,5
Rebecca Ashley,Femme,Algérie,33.0,38242.59,Premium,19.4,29,Tablette,2025-04-10 16:03:05,0,3,4
Lawrence Rodriguez,Femme,Canada,30.0,36734.94,Premium,32.4,13,Mobile,2025-06-10 13:30:26,0,1,6
Kelli Johnson,Femme,Belgique,49.0,58664.06,Premium,19.8,27,Mobile,2025-05-21 04:12:23,1,2,5
Paige Andrade,Homme,Maroc,64.0,41034.43,Familial,16.1,31,SmartTV,2025-05-15 05:25:59,0,3,5
Richard Anderson,Femme,Maroc,57.0,43995.4,Standard,23.5,21,Mobile,2025-05-19 05:28:10,1,0,5
Laura James,Homme,Canada,32.0,33095.31,Standard,10.2,26,Tablette,2025-05-16 14:45:05,0,4,5
Gloria Sims,Femme,Algérie,65.0,63533.25,Premium,35.3,22,SmartTV,2025-07-04 04:29:52,0,4,7
Brittany Singh,Femme,France,31.0,29383.45,Familial,41.4,27,Mobile,2025-05-16 23:58:58,1,4,5
Deanna Montgomery,Homme,France,52.0,22904.72,Premium,15.9,29,Inconnu,2025-04-20 16:08:07,0,6,4
Julie Medina,Femme,Algérie,69.0,30264.78,Premium,42.9,26,SmartTV,2025-07-07 12:01:53,0,0,7
Carla Bush,Femme,Algérie,46.0,39125.07,Standard,9.4,31,Mobile,2025-07-01 11:27:16,0,1,7
Amy Schneider,Femme,France,50.0,24542.32,Standard,27.7,28,PC,2025-06-22 00:45:19,0,6,6
Timothy Chan,Homme,Belgique,50.0,48417.07,Standard,8.7,27,Tablette,2025-03-28 14:00:03,0,4,3
Julie Smith,Homme,Maroc,19.0,40728.87,Premium,14.36419689119171,25,Mobile,2025-04-05 18:35:35,0,5,4
Amber Black,Femme,Canada,45.0,33213.37,Standard,23.0,36,SmartTV,2025-02-03 15:57:32,0,0,2
James Wilson,Homme,Maroc,42.0,51517.89,Standard,0.7,23,PC,2025-03-15 11:13:43,0,5,3
Megan Moreno,Homme,Maroc,25.0,60087.5,Familial,14.8,21,Inconnu,2025-02-14 04:27:26,0,4,2
Emily Perez,Femme,France,47.0,27454.55,Familial,21.1,21,PC,2025-02-07 06:27:35,0,4,2
David Carter,Homme,Algérie,48.0,28039.38,Premium,4.1,25,PC,2025-02-20 12:29:11,0,3,2
Kristin Hudson,Homme,France,46.0,29666.42,Premium,15.2,24,Mobile,2025-04-13 07:59:03,0,6,4
David Wilson,Homme,Belgique,22.0,40806.8,Premium,18.8,19,PC,2025-05-22 04:46:19,0,3,5
Charlotte Bush,Femme,Algérie,36.0,13591.93,Standard,8.1,29,Mobile,2025-07-03 06:40:47,0,3,7
Corey Long,Homme,Algérie,24.0,43776.14,Familial,35.9,28,Mobile,2025-05-15 06:50:09,0,3,5
